Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate
MNDO,Common Stock,MIND C.T.I. Ltd,"MIND CTI Ltd. designs, develops, markets, supports, implements and operates offline and real-time customer support and converged billing software solutions in the Americas, Europe, Israel, Asia Pacific and Africa. The company is headquartered in Yokne'am Illit, Israel.",1119083,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,"INDUSTRIAL PARK BUILDING 7, YOQNEAM ILIT ISRAEL, IL",December,2021-12-31,54885000,7022000,9.41,0,1.183,0.26,0.0942,0.29,1.316,0.226,0.259,0.13,0.254,26331000,13881000,0.29,0.007,0.025,None,9.41,-,2.084,2.423,1.538,5.77,0.846,3.493,2.574,2.94,3.133,20104300,2022-04-06,2022-03-23
MNDT,Common Stock,Mandiant Inc.,"Mandiant, Inc. is dedicated to providing cyber defense solutions. The company is headquartered in Milpitas, California.",1370880,NASDAQ,USD,USA,TECHNOLOGY,"COMPUTER PERIPHERAL EQUIPMENT, NEC","601 MCCARTHY BLVD, MILPITAS, CA, US",December,2021-12-31,5123390000,-112470000,5.77,1.456,6.67,0,0,3.798,2.045,1.895,-0.665,-0.0583,-0.267,483455000,229063000,3.798,0,0.205,20.91,5.77,39.68,10.6,3.369,9.22,-,0.943,23.33,13.76,21.31,18.59,233838000,None,None
MNTV,Common Stock,Momentive Global Inc,"Momentive Global Inc. offers software solutions that help companies turn stakeholder feedback into stocks in the United States and internationally. The company is headquartered in San Mateo, California.",1739936,NASDAQ,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","ONE CURIOSITY WAY, SAN MATEO, CA, US",December,2021-12-31,2412691000,-118195000,None,None,2.357,0,0,-0.838,3.018,-0.278,-0.196,-0.0597,-0.352,443786000,370165000,-0.838,0,0.162,18.92,-,72.46,5.44,7.39,5.86,-,1.361,25,13.5,16.33,19.44,150511000,None,None
MOBQ,Common Stock,Mobiquity Technologies Inc. Common Stock,"Mobiquity Technologies, Inc., is a marketing and advertising technology and data intelligence company in the United States. The company is headquartered in Shoreham, New York.",1084267,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-ADVERTISING,"600 OLD COUNTRY ROAD, STE 541, GARDEN CITY, NY, US",December,2021-12-31,8397800,10504000,None,0,0.281,0,0,-4.758,1.804,-2.638,-1.335,-0.406,-4.636,4949000,1823400,-4.758,0,-0.599,None,-,-,1.697,29.94,4.767,-,0.519,10.25,1.2,1.526,4.945,6560800,2020-09-09,None
MOBQW,Common Stock,Mobiquity Technologies Inc. Warrant,None,1084267,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-ADVERTISING,"600 OLD COUNTRY ROAD, STE 541, GARDEN CITY, NY, US",December,2021-12-31,None,None,None,None,None,None,None,-4.758,1.804,-2.638,-1.335,-0.406,-4.636,4949000,0,-4.758,0,-0.599,None,-,-,-,-,-,-,1.023,0.915,0.147,0,0,0,None,None
MODN,Common Stock,Model N Inc,"Model N, Inc. provides revenue management cloud solutions for the life sciences and high-tech industries. The company is headquartered in San Mateo, California.",1118417,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","1600 SEAPORT BOULEVARD, SUITE 400, REDWOOD CITY, CA, US",September,2021-12-31,939235000,477000,None,1.204,3.568,0,0,-0.862,5.65,-0.152,-0.074,-0.027,-0.242,202253000,106797000,-0.862,0,0.206,40,-,120.48,4.644,7.29,4.648,-,0.964,40.74,22.55,25.75,29.97,36432700,None,None
MOMO,Common Stock,Momo Inc,"Momo Inc. provides mobile-based entertainment and social services in the People's Republic of China. The company is headquartered in Beijing, the People's Republic of China.",1610601,NASDAQ,USD,China,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"20/F, BLOCK B, TOWER 2, WANGJING SOHO, NO.1 FUTONGDONG STREET,CHAOYANG DISTRICT, BEIJING, CHINA",December,2021-12-31,906972000,2272044000,None,0.737,53.57,0,0,-2.192,72.03,-0.2,0.138,0.0607,-0.23,14575719000,6192288000,-2.192,-0.086,-0.032,12.25,-,3.203,0.0622,0.542,0.0256,0.295,1.339,14.45,3.956,7.01,10.26,197600000,2022-04-29,2022-04-12
MORN,Common Stock,Morningstar Inc,"Morningstar, Inc. offers independent investment research services in North America, Europe, Australia, and Asia. The company is headquartered in Chicago, Illinois.",1289419,NASDAQ,USD,USA,FINANCE,INVESTMENT ADVICE,"22 WEST WASHINGTON STREET, CHICAGO, IL, US",December,2021-12-31,11337054000,374800000,59.51,0,32.82,1.305,0.0054,4.45,39.52,0.114,0.167,0.0639,0.144,1699300000,1000900000,4.45,-0.259,0.215,75,59.51,-,6.67,8.04,6.69,27.62,1.172,349.37,228.24,272.46,285.26,42808800,2022-04-29,2022-06-30
MPLN,Common Stock,MultiPlan Corporation,"MultiPlan Corporation provides technology-enabled revenue integrity, payment and cost management solutions for the healthcare industry in the United States. The company is headquartered in New York, New York.",1793229,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","115 FIFTH AVENUE, NEW YORK, NY, US",December,2021-12-31,2841748000,805675000,28.34,None,3.673,0,0,0.157,1.717,0.0913,0.358,0.0303,0.0416,1117602000,942310000,0.157,0,0.168,7,28.34,-,2.543,1.204,6.77,9.28,0.936,9.69,3.25,4.369,4.97,638595000,None,None
MPWR,Common Stock,Monolithic Power Systems Inc,"Monolithic Power Systems, Inc. is an American, publicly traded company headquartered in Kirkland, Washington. The company provides power circuits for systems found in cloud computing, telecom infrastructures, automotive, industrial applications and consumer applications.",1280452,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"5808 LAKE WASHINGTON BLVD. NE, KIRKLAND, WA, US",December,2021-12-31,18249202000,297341000,77.7,1.833,26.89,2.4,0.0076,5.05,26.34,0.2,0.222,0.12,0.219,1207798000,685459000,5.05,0.647,0.444,561.11,77.7,42.19,15.11,15.11,14.96,60.75,0.916,578.45,299.88,440.41,468.65,46509000,2022-04-15,2022-03-30
MQ,Common Stock,Marqeta Inc. Class A Common Stock,"Marqeta, Inc. operates a cloud-based open application programming interface platform that provides transaction processing and card issuance services to developers, technical product managers, and visionary entrepreneurs. The company is headquartered in Oakland, California.",1522540,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"180 GRAND AVENUE, 6TH FLOOR, OAKLAND, CA, US",December,2021-12-31,5046863000,None,None,None,2.906,0,0,-0.452,1.426,-0.317,-0.313,-0.0885,-0.176,517175000,231705000,-0.452,0,0.762,15.82,-,-,9.76,3.219,6.51,-,None,37.9,8.24,10.64,19.17,431569000,None,None
MRAM,Common Stock,Everspin Technologies Inc,"Everspin Technologies, Inc. manufactures and sells Random Access Magnetoresistive Memory (MRAM) products in the United States, Hong Kong, Japan, China, Germany, and internationally. The company is headquartered in Chandler, Arizona.",1438423,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"5670 W. CHANDLER BOULEVARD, SUITE 100, CHANDLER, AZ, US",December,2021-12-31,133060000,6490000,30.32,-0.6,1.372,0,0,0.22,2.843,0.0788,0.0913,0.0875,0.195,55146000,33072000,0.22,0,0.827,13.5,30.32,23.58,2.413,5.01,2.189,19.02,1.169,14.36,4.78,8.71,8.27,19949100,None,None
MRIN,Common Stock,Marin Software Incorporated,"Marin Software Incorporated, provides business marketing software for advertisers and agencies in the United States, the United Kingdom, and internationally. The company is headquartered in San Francisco, California.",1389002,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,"123 MISSION ST, 25TH FLOOR, SAN FRANCISCO, CA, US",December,2021-12-31,35425500,-14732000,None,0,2.978,0,0,-1.008,1.901,-0.53,-0.568,-0.179,-0.417,24420000,11578000,-1.008,0,-0.192,2,-,-,1.451,0.766,0.196,0.561,-0.0642,27.26,1.34,2.897,5.05,15537500,2017-10-06,None
MRVL,Common Stock,Marvell Technology Inc,"Marvell Technology, Inc. designs, develops, and sells analog, mixed-signal, digital signal processing, and integrated and independent integrated circuits. The company is headquartered in Wilmington, Delaware.",1835632,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"1000 N. WEST STREET, SUITE 1200, WILMINGTON, DE, US",February,2022-02-28,48087216000,1186205000,None,1.53,18.55,0.24,0.004,-0.53,5.6,-0.0944,-0.0133,-0.0023,-0.0349,4462383000,2257745000,-0.53,-0.702,0.683,95.24,-,25.71,10.78,3.155,12.02,59.54,1.192,93.7,40.64,66.49,68.81,847800000,2022-04-27,2022-04-07
MSCI,Common Stock,MSCI Inc,"MSCI Inc. (formerly Morgan Stanley Capital International and MSCI Barra), is an American finance company headquartered in New York City and serving as a global provider of equity, fixed income, hedge fund stock market indexes, multi-asset portfolio analysis tools and ESG products. It publishes the MSCI BRIC, MSCI World and MSCI EAFE Indexes.",1408198,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","7 WORLD TRADE CENTER, 250 GREENWICH STREET, 49TH FLOOR, NEW YORK, NY, US",December,2022-03-31,33952104000,1172806000,48.02,2.831,-2.737,3.64,0.0091,8.7,24.77,0.355,0.539,0.142,0,2043544000,1684860000,8.7,0.247,0.239,597.8,48.02,37.74,16.61,-,17.8,31.67,0.996,678.55,415.33,495.02,578.5,81268000,2022-02-28,2022-02-17
MSFT,Common Stock,Microsoft Corporation,"Microsoft Corporation is an American multinational technology company which produces computer software, consumer electronics, personal computers, and related services. Its best known software products are the Microsoft Windows line of operating systems, the Microsoft Office suite, and the Internet Explorer and Edge web browsers. Its flagship hardware products are the Xbox video game consoles and the Microsoft Surface lineup of touchscreen personal computers. Microsoft ranked No. 21 in the 2020 Fortune 500 rankings of the largest United States corporations by total revenue; it was the world's largest software maker by revenue as of 2016. It is considered one of the Big Five companies in the U.S. information technology industry, along with Google, Apple, Amazon, and Facebook.",789019,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"ONE MICROSOFT WAY, REDMOND, WA, US",June,2022-03-31,2123263508000,90829996000,30.17,1.849,21.34,2.36,0.0088,9.39,24.59,0.385,0.425,0.152,0.49,184902992000,115856000000,9.39,0.222,0.201,366.02,30.17,24.88,11.48,12.66,10.2,19.93,0.908,348.95,236.15,292.97,305.06,7496870000,2022-06-09,2022-05-18
MSI,Common Stock,Motorola Solutions Inc,"Motorola Solutions, Inc., is an American data communications and telecommunications equipment provider that succeeded Motorola, Inc., following the spinoff of the mobile phone division into Motorola Mobility in 2011. The company is headquartered in Chicago, Illinois.",68505,NYSE,USD,USA,MANUFACTURING,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,"500 W. MONROE ST., CHICAGO, IL, US",December,2021-12-31,36192211000,2522000000,30.14,2.045,-5.88,2.92,0.0144,7.17,48.29,0.152,0.255,0.113,0,8171000000,4048000000,7.17,-0.032,0.021,272.4,30.14,22.88,4.429,-,5.13,19.01,0.882,272.67,182.19,227.46,238.92,167448000,2022-04-14,2022-03-14
MSP,Common Stock,Datto Holding Corp,"Datto Holding Corp. The company is headquartered in Norwalk, Connecticut.",1724570,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"C/O KIRKLAND & ELLIS LLP, 555 CALIFORNIA STREET, SUITE 2700, SAN FRANCISCO, CA, US",December,2021-12-31,5708363000,122387000,111.81,0,11.07,0,0,0.31,3.818,0.0831,0.102,0.021,0.0294,618657000,475021000,0.31,-0.429,0.182,33.78,111.81,62.11,9.23,3.153,8.94,45.72,None,34.84,20.76,27.51,25.58,164696000,None,None
MSTR,Common Stock,MicroStrategy Incorporated,"MicroStrategy Incorporated provides global business analysis software and services. The company is headquartered in Tysons Corner, Virginia.",1050446,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"1850 TOWERS CRESCENT PLAZA, TYSONS CORNER, VA, US",December,2021-12-31,4358349000,57452000,None,3.09,86.74,0,0,-53.44,50.97,-1.048,0.0902,0.0115,-0.699,510762000,418853000,-53.44,-0.775,0.024,636.67,-,65.79,8.53,4.721,13.29,118.19,1.616,891.38,307.19,438.54,574.73,9333500,None,None
MTC,Common Stock,Mmtec Inc,"Mmtec, Inc. develops and deploys platforms that enable financial institutions to participate in securities market transactions and settlements in the People's Republic of China. The company is headquartered in Beijing, the People's Republic of China.",1742518,NASDAQ,USD,China,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"C/O GUJIA(BEIJING) TECHNOLOGY CO LTD, RM 608A AIR CHINA CEN BLDG 40 XIAOYUN RD, CHAOYANG DISTRICT, BEIJING, CHINA",December,2021-06-30,17560900,-2300229,None,None,0.597,0,0,-0.204,0.041,0,-4.324,-0.242,-0.485,920100,734720,-0.204,0,0.541,None,-,-,19.09,1.066,8.03,0.193,3.677,2.538,0.45,0.588,1.058,31370000,None,None
MTLS,Common Stock,Materialise NV,"Materialize NV offers additive manufacturing and medical software and 3D printing services in the Americas, Europe, Africa, and Asia-Pacific. The company is headquartered in Leuven, Belgium.",1091223,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"TECHNOLOGIELAAN 15 3001 LEVUEN, BELGIUM, BELGIUM, BE",December,2021-12-31,1012030000,32732000,69.16,-4.24,3.949,0,0,0.249,3.624,0.064,0.0595,0.0206,0.0719,205450000,117281000,0.249,-0.561,0.258,26.14,69.16,-,4.926,4.106,4.532,24.28,0.63,31.28,16.65,19.31,21.42,58771000,None,None
MTMT,Common Stock,Mega Matrix Corp,"Mega Matrix Corporation. The company is headquartered in Palo Alto, California.",1036848,NYSE MKT,USD,USA,TRADE & SERVICES,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC","1440 CHAPIN AVE STE 310, BURLINGAME, CA, US",December,2021-12-31,33567800,560400,2.667,None,0.77,0,0,0.57,1.175,0.486,-0.233,-0.019,0.663,9130000,15721700,0.57,0,-0.536,None,2.667,-,3.677,2.694,3.985,1.363,3.91,13.21,1.274,2.828,6.4,22084100,2021-10-13,2021-09-30
MTSI,Common Stock,MACOM Technology Solutions Holdings Inc,"MACOM Technology Solutions Holdings, Inc. designs and manufactures analog semiconductor solutions for use in wired and wireless applications in the radio frequency (RF), microwave, millimeter wave and light wave spectrum in the United States, China, Asia Pacific and internationally. . . The company is headquartered in Lowell, Massachusetts.",1493594,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"100 CHELMSFORD STREET, LOWELL, MA, US",September,2021-12-31,3582619000,162984000,19.74,0.83,7.53,0,0,2.604,8.97,0.301,0.155,0.0497,0.435,618036000,341855000,2.604,-0.075,0.075,76.62,19.74,18.69,5.8,6.85,6.02,13.48,2.043,80.3,48.68,57.1,64.47,69687000,None,None
MTTR,Common Stock,Matterport Inc,None,1819394,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"352 EAST JAVA DRIVE, SUNNYVALE, CA, US",December,2021-12-31,1558518000,None,None,None,1.072,0,0,-2.575,0.847,0,-1.329,-0.234,-2.17,111174000,59971000,-2.575,0,0.148,12.57,-,-,14.02,6.41,15.11,-,None,37.6,5.44,7.3,15.48,280814000,None,None
MU,Common Stock,Micron Technology Inc.,"Micron Technology, Inc. is an American producer of computer memory and computer data storage including dynamic random-access memory, flash memory, and USB flash drives. It is headquartered in Boise, Idaho.",723125,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"8000 S FEDERAL WAY, PO BOX 6, BOISE, ID, US",August,2022-02-28,74225050000,17065000000,8.37,0.877,42.8,0.3,0.006,7.95,27.82,0.289,0.336,0.111,0.204,31168999000,10472000000,7.95,2.774,0.249,111.82,8.37,7.45,2.381,1.62,2.406,4.53,1.155,98.32,65.51,78.79,78.75,1116670000,2022-04-26,2022-04-08
MX,Common Stock,Magnachip Semiconductor Corporation,"Magnachip Semiconductor Corporation designs, manufactures and supplies analog and mixed signal semiconductor platform solutions for communications, Internet of Things, consumer, industrial and automotive applications. The company is headquartered in Luxembourg, Luxembourg.",1325702,NYSE,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"C/O MAGNACHIP SEMICONDUCTOR S.A., 74, RUE DE MERL, LUXEMBOURG, LU",December,2021-12-31,827404000,64130000,15.24,0.559,9.92,0,0,1.209,10.57,0.12,0.105,0.054,0.142,474230000,153543000,1.209,-0.257,-0.228,29.5,15.24,15.08,1.745,1.496,0.848,4.49,1.079,26.9,14.66,16.84,18.33,44894400,None,None
MXL,Common Stock,MaxLinear Inc. Common Stock,"MaxLinear, Inc. provides high-performance analog, radio frequency (RF) and mixed signal communications-on-chip (SoC) solutions for the connected home, wired and wireless infrastructure, and multi-market and industrial applications to world level. The company is headquartered in Carlsbad, California.",1288469,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"5966 LA PLACE CT., CARLSBAD, CA, US",December,2022-03-31,3377772000,151856000,83,0.591,6.37,0,0,0.53,11.74,0.047,0.0756,0.0407,0.0954,892398000,495832000,0.53,0,0.273,74.1,83,11.82,3.785,6.93,4.032,23.57,1.996,77.89,31.76,54.97,57.42,76785000,None,None
MYPS,Common Stock,Playstudios Inc,"PLAYSTUDIOS, Inc., a game studio, develops and operates free casual games for mobile and social platforms. The company is headquartered in Las Vegas, Nevada.",1823878,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"1219 MORNINGSIDE DRIVE SUITE 110, MANHATTAN BEACH, CA, US",December,2021-12-31,695222000,3890000,63.95,3.6,2.405,0,0,0.086,2.573,0.0374,0.0007,0.0005,0.0538,287419000,195777000,0.086,0.661,0.124,7.55,63.95,107.53,2.419,2.249,1.632,12.31,None,10.1,3.596,4.773,4.743,110274000,None,None
MYPSW,Common Stock,MYPSW,None,1823878,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"1219 MORNINGSIDE DRIVE SUITE 110, MANHATTAN BEACH, CA, US",December,2021-12-31,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,None,-,-,-,-,-,-,None,2.18,0.421,0.841,0.828,0,None,None
MYSZ,Common Stock,My Size Inc,None,1211805,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"76 HAYARDEN ST., YASHRESH, IL",December,2021-12-31,7108200,-5144000,None,0,0.453,0,0,-0.71,0.009,0,-80.74,-0.82,-1.627,131000,131000,-0.71,0,13.33,2,-,-,54.26,0.734,45.14,0.206,2.685,1.795,0.254,0.339,0.805,25377500,2019-11-19,None
NABL,Common Stock,N-able Inc,None,1834488,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"1209 ORANGE STREET, WILMINGTON, DE, US",December,2021-12-31,1812247000,61346000,10070.0,None,3.454,0,0,0.001,2.069,0.0003,0.0962,0.0195,0.0002,346456000,299779000,0.001,-0.854,0.12,13.5,10070.0,29.67,5.23,2.849,5.99,31.54,None,16,8.7,10.13,11.91,179965000,None,None
NATI,Common Stock,National Instruments Corporation,"National Instruments Corporation provides a software-centric platform and systems for engineers and scientists around the world. The company is headquartered in Austin, Texas.",935494,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"11500 NORTH MOPAC EXPRESSWAY, AUSTIN, TX, US",December,2022-03-31,5268316000,221559000,59.55,0.991,9.25,1.08,0.0292,0.67,11.11,0.0608,0.0995,0.0457,0.073,1469681000,1048693000,0.67,8.66,0.144,51,59.55,18.45,3.585,4.242,3.622,25.74,1.081,45.66,36.67,39.72,41.38,132038000,2022-02-28,2022-02-04
NCMI,Common Stock,National CineMedia Inc,"National CineMedia, Inc., through its subsidiary, National CineMedia, LLC, operates a theatrical advertising network in North America. The company is headquartered in Centennial, Colorado.",1377630,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-ADVERTISING,"6300 S. SYRACUSE WAY, SUITE 300, CENTENNIAL, CO, US",December,2021-12-31,177214000,38900000,None,-3.82,-4.961,0.2,0.0889,-0.61,1.435,-0.425,-0.597,-0.0502,0,114600000,37700000,-0.61,-0.151,3.045,4.63,-,120.48,1.546,-,10.41,13.15,1.378,5.09,2.15,2.625,2.948,81666000,2022-03-31,2022-03-16
NCNO,Common Stock,nCino Inc,"nCino, Inc., a software as a service company, provides cloud-based software applications for financial institutions in the United States and internationally. The company is headquartered in Wilmington, North Carolina.",1902733,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"6770 PARKER FARM DRIVE, WILMINGTON, NC, UNITED STATES",January,2022-01-31,3569087000,None,None,None,4.3,0,0,-0.573,2.694,-0.213,-0.213,-0.0613,-0.132,255497000,116158000,-0.573,0,0.291,58.4,-,-,13.97,8.48,12.49,-,None,79.43,35.61,43.66,57.52,96749000,None,None
NCTY,Common Stock,The9 Limited,"The9 Limited, is an Internet company in the People's Republic of China. The company is headquartered in Shanghai, the People's Republic of China.",1296774,NASDAQ,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","17 FLOOR, NO. 130 WU SONG ROAD,, HONG KOU DISTRICT, SHANGHAI, CHINA",December,2021-06-30,49782800,None,None,0,44.87,0,0,-1.529,13.78,-0.729,-1.171,-0.131,-0.449,125936000,-188648,-1.529,0,269.06,3.5,-,-,0.395,0.379,0.268,1.369,1.405,25.25,2.28,3.296,8.4,19833800,2020-10-19,2009-01-29
