Symbol,Name,CIK,Sector,Industry,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,Dividend,EPS,EPSEorL,RevenuePerShareTTM,ProfitMargin,ProfitMarginPorN,OperatingMarginTTM,OperatingMarginTTMPorN,ReturnOnAssetsTTM,ReturnOnAssetsTTMPorN,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyEarningsGrowthYOYPorN,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding
AUR,Aurora Innovation Inc,1828108,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,December,2021/12/31,4891918000,None,None,None,2.976,0,0,NO,-1.217,LOSS,0.133,0,0,-8.85,negative,-0.212,negative,-0.395,82538000,82538000,-1.217,0,0,0,10.56,-,-,59.27,1.494,42.77,-,None,17.77,3.73,5.03,8.56,646067000
AUUD,Auddia Inc,1554818,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,December,2021/12/31,24777300,None,None,None,0.758,0,0,NO,-1.3,LOSS,0,0,0,0,0,-0.583,negative,0,5,-190187,-1.3,0,0,-1,5,-,-,1000000,2.567,1000000,-,None,9.3,1.443,1.881,2.318,12514800
AUUDW,Auddia Inc,1554818,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,December,2021/12/31,40424800,None,None,None,None,None,None,None,None,None,0.002,0,0,-19.85,negative,-1.292,negative,0,187510,0,0,0,0,-0.991,None,-,-,-,-,-,-,None,3.79,0.313,0,0,0
AVCT,American Virtual Cloud Technologies Inc,1704760,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,March,2022/3/31,61309000,None,None,None,0.921,0,0,NO,-4.364,LOSS,4.808,-0.893,negative,-0.499,negative,-0.0805,negative,0,109574000,28334700,-4.364,0,0,0.059,7,-,-,0.559,64.82,3.072,-,1.138,7.39,0.641,0.898,2.281,91192000
AVDX,AvidXchange Holdings Inc. Common Stock,1858257,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,1584538000,None,None,None,3.674,0,0,NO,-2.637,LOSS,2.92,-0.804,negative,-0.369,negative,-0.0383,negative,-0.382,248409000,148319000,-2.637,0,0,0.31,15.27,-,-,6.38,2.303,5.21,-,None,27.43,6.5,8.68,14.32,196837000
AVGO,Broadcom Inc,1730168,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,October,2022/1/31,2.28E+11,15685000000,31.91,1.173,56.02,15.4,0.0279,YES,17.54,Earn,69.3,0.275,positive,0.347,positive,0.0823,positive,0.333,28501000000,20288000000,17.54,0.833,positive,0.158,688.56,31.91,16.69,8.02,10.43,9.44,17.26,1.027,673.21,407.48,595.36,553.58,408281000
AVID,Avid Technology Inc,896841,LIFE SCIENCES,PHOTOGRAPHIC EQUIPMENT & SUPPLIES,December,2021/12/31,1413638000,52533000,35.29,0.91,-4.116,0,0,NO,0.89,Earn,9.09,0.101,positive,0.116,positive,0.102,positive,0,409944000,265804000,0.89,1.096,positive,0.142,42,35.29,-,3.448,-,4.061,28.05,1.187,40.48,21.52,32.82,31.05,45006000
AVLR,Avalara Inc,1348036,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,6791256000,-43471000,None,None,11.79,0,0,NO,-1.452,LOSS,8.1,-0.179,negative,-0.151,negative,-0.0307,negative,-0.119,698977000,494145000,-1.452,0,0,0.348,156.79,-,-,9.72,7.22,9.9,-,0.791,191.67,74.28,93.92,138.2,87833000
AVPT,Avepoint Inc,1777921,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,2021/12/31,898402000,None,None,None,1.377,0,0,NO,-0.481,LOSS,1.355,-0.183,negative,-0.279,negative,-0.12,negative,-0.265,191909000,139245000,-0.481,0,0,0.167,9.6,-,-,4.681,3.494,3.192,-,0.826,12.4,4.733,5.33,7.44,182602000
AVT,Avnet Inc,8858,TRADE & SERVICES,"WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC",June,2022/3/31,3939971000,762158000,8.65,0.299,42.7,0.91,0.0267,YES,4.523,Earn,217.09,0.0211,positive,0.0302,positive,0.0457,positive,0.112,21593358000,2240630000,4.523,6.89,positive,0.256,45.63,8.65,6.66,0.182,0.921,0.254,7.25,1.457,44.36,35.49,40.5,39.67,98963000
AVYA,Avaya Holdings Corp,1418100,MANUFACTURING,TELEPHONE & TELEGRAPH APPARATUS,September,2021/12/31,857772000,406000000,None,None,4.474,0,0,NO,-0.932,LOSS,34.74,-0.0255,negative,0.0605,positive,0.0184,positive,-0.167,2943000000,1823000000,-0.932,-0.867,negative,-0.04,21.83,-,3.733,0.291,2.336,1.232,6.11,1.544,30.3,10.02,12.65,18.19,84928000
AWRE,Aware Inc,1015739,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2022/3/31,61897000,692000,None,0,1.921,0,0,NO,-0.271,LOSS,0.783,-0.346,negative,-0.362,negative,-0.0762,negative,-0.134,16854000,15644000,-0.271,0,0,0.167,5,-,-,3.672,1.444,1.779,-,0.156,4.27,2.63,3.052,3.418,21642300
AXTI,AXT Inc,1051627,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,December,2021/12/31,247403000,19975000,16.94,3.77,4.951,0,0,NO,0.34,Earn,3.321,0.106,positive,0.0939,positive,0.0255,positive,0.0616,137393000,47414000,0.34,0.781,positive,0.396,12.5,16.94,15.8,1.801,1.262,1.749,11.39,2.117,12.35,5.68,6.9,8.17,42951900
AYX,Alteryx Inc,1689923,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,4579217000,411000,None,0,5.96,0,0,NO,-2.674,LOSS,7.98,-0.335,negative,-0.244,negative,-0.0533,negative,-0.409,536135000,480382000,-2.674,-0.312,negative,0.083,81.83,-,1428.57,8.54,11.48,8.97,298.03,0.654,90.57,49.67,65.16,67.6,60389000
AZPN,Aspen Technology Inc,929940,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,June,2022/3/31,9955970000,297834000,39.22,2.711,10.38,0,0,NO,3.808,Earn,9.91,0.388,positive,0.431,positive,0.139,positive,0.385,668063000,649225000,3.808,-0.513,negative,-0.267,176,39.22,26.32,14.9,15.12,15.82,32.4,1.307,169.22,122.29,152.56,146.06,66662000
BAND,Bandwidth Inc,1514416,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,596828000,33098000,None,None,16.41,0,0,NO,-1.091,LOSS,19.57,-0.0557,negative,-0.0035,negative,-0.0011,negative,-0.065,490907000,219023000,-1.091,0,0,0.116,59.1,-,500,1.216,1.567,1.667,20.4,0.711,145.97,23.54,32.53,74.07,23292000
BASE,Couchbase Inc. Common Stock,1845022,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,January,2022/1/31,748705000,None,None,None,4.178,0,0,NO,-2.372,LOSS,4.793,-0.471,negative,-0.455,negative,-0.178,negative,-0.592,123542000,108761000,-2.372,0,0,0.192,26.86,-,-,6.06,4.106,7.6,-,None,52.26,14.68,18.14,28.48,44171400
BBAI,BigBear.ai Holdings Inc,1836981,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,1437000000,5798000,None,None,0.903,0,0,NO,-1.155,LOSS,1.36,-0.849,negative,-0.479,negative,-0.145,negative,-1.109,145578000,34068000,-1.155,0,0,0.238,14.5,-,-,9.87,11.74,10.14,-,None,14.04,4.45,8.41,8.58,135566000
BBSI,Barrett Business Services Inc,902791,TRADE & SERVICES,SERVICES-HELP SUPPLY SERVICES,December,2021/12/31,547859000,43254000,16.15,1.143,27.67,1.2,0.0188,YES,4.519,Earn,123.13,0.0372,positive,0.0422,positive,0.0301,positive,0.171,931774000,182907000,4.519,-0.183,negative,0.085,96.75,16.15,13.72,0.559,2.666,0.434,7.36,1.479,86.14,57.53,71.75,73.02,7504900
BCOV,Brightcove Inc,1313275,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,December,2022/3/31,275333000,10582000,51,-1.27,2.334,0,0,NO,0.13,Earn,5.18,0.0256,positive,0.028,positive,0.0183,positive,0.0614,211093000,138065000,0.13,-0.785,negative,-0.02,9,51,-,1.304,3.106,1.32,19.19,0.775,15.57,6.52,7.5,9.99,41528400
BDR,Blonder Tongue Laboratories Inc,1000683,MANUFACTURING,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,December,2021/12/31,6398300,-2891000,None,0,0.303,0,0,NO,-0.121,LOSS,1.394,-0.0871,negative,-0.167,negative,-0.131,negative,-0.44,16088000,3018000,-0.121,0,0,0,None,-,-,0.398,2.779,0.934,8.39,0.241,1.91,0.4,0.583,0.858,13271700
BEAT,Heartbeam Inc. Common Stock,1779372,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,December,2021/12/31,10267000,None,None,None,1.717,0,0,NO,-1.033,LOSS,0,0,0,0,0,-0.203,negative,-1.027,0,0,-1.033,0,0,0,9,-,-,-,0.87,-,-,None,5.47,1.21,1.725,2.586,7958900
BEEM,Beam Global,1398805,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,December,2021/12/31,161169000,None,None,None,3.068,0,0,NO,-0.81,LOSS,0.904,-0.897,negative,-0.897,negative,-0.173,negative,-0.327,7714800,-710974,-0.81,0,0,0.633,34.25,-,-,20.89,6.63,16.93,-,1.128,41.05,10.19,17.41,23.35,10035400
BEEMW,Beam Global,1398805,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,December,2021/12/31,350514000,None,None,None,None,None,None,None,None,None,0.971,-0.747,negative,-0.725,negative,-0.285,negative,-30.86,5053800,0,0,0,0,-0.113,None,-,-,-,-,-,-,0.125,33.64,4.84,0,0,0
BGSF,BGSF Inc,1474903,TRADE & SERVICES,SERVICES-HELP SUPPLY SERVICES,December,2021/12/31,122600000,16025700,8.7,0.531,7.35,0.49,0.051,YES,1.351,Earn,23.06,0.059,positive,0.0516,positive,0.0553,positive,0.147,239027000,80941000,1.351,0.798,positive,0.151,19.75,8.7,10.62,0.513,1.654,0.714,9.36,2.259,15.49,11.14,13.17,13.33,10425200
BHE,Benchmark Electronics Inc,863436,MANUFACTURING,PRINTED CIRCUIT BOARDS,December,2022/3/31,824166000,104204000,23.31,1.91,27.66,0.655,0.0282,YES,0.99,Earn,63.25,0.0159,positive,0.0279,positive,0.0215,positive,0.0364,2255319000,205901000,0.99,0.67,positive,0.214,34.67,23.31,-,0.365,0.866,0.352,8.09,1.012,30.8,21.97,25.08,25.68,35257700
BIGC,BigCommerce Holdings Inc,1626450,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,1252715000,None,None,None,1.912,0,0,NO,-1.081,LOSS,3.099,-0.349,negative,-0.239,negative,-0.0791,negative,-0.432,219855000,171376000,-1.081,0,0,0.504,32.15,-,-,5.7,9.1,5.49,-,None,72.2,16.8,21.63,42,72621000
BILL,Bill.com Holdings Inc,1786352,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,June,2021/12/31,17901388000,None,None,None,39.56,0,0,NO,-2.425,LOSS,4.483,-0.541,negative,-0.526,negative,-0.02,negative,-0.0898,412838000,176830000,-2.425,0,0,1.895,307.24,-,-,43.36,4.366,41.03,-,2.199,348.5,128,211.97,239.44,103584000
BKI,Black Knight Inc,1627014,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,10399868000,516300000,48.65,1.902,13.57,0,0,NO,1.33,Earn,9.51,0.141,positive,0.215,positive,0.0318,positive,0.0555,1475200000,681300000,1.33,0.286,positive,0.129,82.8,48.65,24.75,7.05,4.886,8.52,19,0.836,84.27,52,61.06,71.72,155283000
BKKT,Bakkt Holdings Inc,1820302,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,235518000,None,None,None,0.348,0,0,NO,-0.138,LOSS,0.041,0,0,-2.64,negative,0,0,0,35201000,-30138000,-0.138,0,0,0.449,7,-,-,6.69,0.511,-,0.835,None,50.8,3.31,5.54,10.3,57165000
BKTI,BK Technologies Corporation,2186,MANUFACTURING,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,December,2021/12/31,38077900,198000,None,None,1.936,0.09,0.0541,YES,-0.114,LOSS,3.036,-0.0375,negative,-0.0264,negative,-0.0168,negative,-0.0605,45364000,16261000,-0.114,1.667,positive,0.217,7,-,-,0.839,1.152,0.707,161.87,1.353,4.843,1.573,2.415,2.665,16848600
BL,BlackLine Inc,1666134,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,3950666000,5765000,None,5.49,5.51,0,0,NO,-1.974,LOSS,7.3,-0.271,negative,-0.0935,negative,-0.017,negative,-0.256,425706000,327835000,-1.974,0,0,0.205,103.67,-,136.99,9.28,11.97,8.99,1110.69,0.897,135,64.5,71.65,100.9,59293000
BLBX,Blackboxstocks Inc. Common Stock,1567900,TRADE & SERVICES,"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES",December,2021/12/31,63687000,-1174872,None,0,-0.161,0,0,NO,-0.143,LOSS,0.623,-0.23,negative,-0.144,negative,-0.665,negative,0,5468200,2166200,-0.143,-0.719,negative,0.338,4.5,-,-,11.65,7.68,8.34,114.86,0.153,8,1.49,2.425,3.598,13185700
BLIN,Bridgeline Digital Inc,1378590,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,September,2021/12/31,15612600,255000,None,0,1.916,0,0,NO,-0.942,LOSS,1.994,-0.248,negative,-0.0773,negative,-0.0325,negative,-0.255,14709000,8726000,-0.942,0.125,positive,0.511,4,-,12.15,1.061,0.877,0.881,51.67,2.855,14.38,1.53,1.841,3.179,10204300
BLKB,Blackbaud Inc,1280058,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,2923221000,46033000,459.83,1.762,14.12,0,0,NO,0.12,Earn,19.57,0.0061,positive,-0.0058,negative,-0.0013,negative,0.01,927740000,484545000,0.12,0.3,positive,0.022,71,459.83,21.37,3.151,4.023,4.138,35.71,1.073,86.96,53.81,59.81,69.6,52976000
BLND,Blend Labs Inc.,1855747,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",December,2021/12/31,1062100000,None,None,None,3.607,0,0,NO,-1.341,LOSS,2.161,-0.62,negative,-0.787,negative,0,0,0,184134000,61740000,-1.341,0,0,2.213,5.47,-,-,5.77,1.347,3.107,-,None,21.04,4.41,6.6,11.23,219773000
BLZE,Backblaze Inc. Class A Common Stock,1462056,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,326402000,1479000,None,None,3.143,0,0,NO,-1.067,LOSS,3.317,-0.322,negative,-0.279,negative,-0.108,negative,-0.475,67479000,34341000,-1.067,0,0,0.282,23,-,-,4.837,3.217,3.492,81.22,None,36.5,8.75,10.89,15.09,12403400
BMBL,Bumble Inc,1830043,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",December,2021/12/31,4286412000,73797000,15.7,None,12.51,0,0,NO,1.479,Earn,6.31,0.415,positive,-0.0434,negative,-0.0056,negative,0.126,765660000,555739000,1.479,0,0,0.257,35.66,15.7,-,5.6,1.861,4.388,37.53,None,61.05,15.41,25.49,39.02,119799000
BMTX,BM Technologies Inc,1725872,FINANCE,STATE COMMERCIAL BANKS,December,2021/9/30,93574000,9649000,17.91,None,2.941,0,0,NO,0.421,Earn,8.5,0.259,positive,0.105,positive,0.0734,positive,0.722,86580000,38629000,0.421,17.48,positive,0.198,18.44,17.91,-,1.081,2.754,4.009,2.26,-0.141,15.1,7.48,8.77,9.6,12206400
BNFT,Benefitfocus Inc,1576169,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,379409000,19374000,None,-5.06,-0.584,0,0,NO,-1.165,LOSS,7.95,-0.122,negative,0.0111,positive,0.0058,positive,-1.922,263097000,140384000,-1.165,-0.074,negative,-0.015,16,-,-,1.442,-,2.227,52.28,1.654,15.2,9.25,11.17,11.18,33516700
BOC,Boston Omaha Corporation,1494582,REAL ESTATE & CONSTRUCTION,REAL ESTATE OPERATORS (NO DEVELOPERS) & LESSORS,December,2021/12/31,661209000,2942500,11.81,None,16.71,0,0,NO,1.82,Earn,1.966,0.926,positive,-0.414,negative,-0.0204,negative,0.0951,56972000,10593900,1.82,0,0,0.343,38.5,11.81,-,11.61,1.374,9.43,6.05,0.36,44.5,21.34,26.41,30.44,28642800
BOSC,B.O.S. Better Online Solutions Ltd,1005516,TECHNOLOGY,COMPUTER COMMUNICATIONS EQUIPMENT,December,2021/12/31,10854200,1105800,17.42,0,2.711,0,0,NO,0.12,Earn,7.02,0.0171,positive,0.0238,positive,0.0217,positive,0.0466,34981000,6118000,0.12,-0.584,negative,-0.022,None,17.42,-,0.31,0.76,0.344,13.25,0.79,5.12,1.82,2.572,3.154,5193700
BOX,Box Inc,1372612,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,January,2022/1/31,4357221000,48904000,None,1.16,0.139,0,0,NO,-0.346,LOSS,5.62,-0.0474,negative,-0.0137,negative,-0.0055,negative,-0.34,874332000,624848000,-0.346,0,0,0.173,32.14,-,26.95,4.984,32.07,5.7,98.55,1.275,33.04,20.36,27.97,25.93,143424000
BRDS,Bird Global Inc.,1861449,MANUFACTURING,"MOTORCYCLES, BICYCLES & PARTS",December,2021/12/31,498995000,None,None,None,1.177,0,0,NO,-2.514,LOSS,2.435,-0.957,negative,-1.072,negative,-0.305,negative,-0.777,205142000,39406000,-2.514,0,0,1.259,8,-,-,2.432,1.509,1.973,-,None,11.25,1.66,2.725,6.69,240598000
BRZE,Braze Inc. Class A Common Stock,1676238,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,January,2022/1/31,3810416000,None,None,None,None,0,0,NO,-2.218,LOSS,10.53,-0.211,negative,-0.219,negative,0,0,0,210531000,95680000,-2.218,0,0,0.626,69.5,-,-,18.1,8.21,15.14,-,None,98.78,30.76,41.63,54.94,26327300
BSQR,BSQUARE Corporation,1054721,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",December,2021/12/31,30642900,-8615000,None,0,1.92,0,0,NO,-0.135,LOSS,2.426,-0.0555,negative,-0.0964,negative,-0.0695,negative,-0.0937,40367000,5415000,-0.135,0,0,-0.18,1.47,-,-,0.759,0.799,0.0058,1.923,1.483,8.2,1.4,1.654,2.09,20428600
BSY,Bentley Systems Incorporated,1031308,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,11843132000,167578000,137.2,None,1.329,0.12,0.0029,YES,0.3,Earn,3.157,0.0966,positive,0.127,positive,0.0403,positive,0.248,965046000,748507000,0.3,-0.19,negative,0.237,56.71,137.2,51.02,12.27,29.4,13.67,83,None,71.82,34.45,40.58,51.49,276133000
BTRS,BTRS Holdings Inc,1774155,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,2021/12/31,1081384000,None,None,None,1.902,0,0,NO,-0.395,LOSS,0.849,-0.465,negative,-0.368,negative,-0.0978,negative,-0.391,131574000,94531000,-0.395,-0.988,negative,0.154,10.88,-,-,8.22,3.472,5.28,-,0.436,16.06,5.28,6.7,8.59,159955000
BW,Babcock & Wilcox Enterprises Inc,1630805,MANUFACTURING,"HEATING EQUIPMENT, EXCEPT ELECTRIC & WARM AIR FURNACES",December,2021/12/31,665664000,92024000,28.08,-0.08,0.383,0,0,NO,0.26,Earn,8.78,0.0427,positive,0.102,positive,0.0609,positive,0,723363000,180605000,0.26,2.444,positive,0.283,11.5,28.08,26.11,0.92,19.84,1.153,10.29,2.613,10.37,5.81,7.83,7.63,86338000
CACI,CACI International Inc,16058,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,June,2021/12/31,6517992000,642877000,15.42,3.38,121.58,0,0,NO,18.06,Earn,255.31,0.0715,positive,0.0845,positive,0.051,positive,0.152,6092594000,2113428000,18.06,-0.084,negative,0.012,321.27,15.42,14.33,1.07,2.352,1.483,14.05,0.943,313.52,238.29,290.11,272.08,23405600
CALX,Calix Inc,1406666,TECHNOLOGY,"COMMUNICATIONS SERVICES, NEC",December,2022/3/31,2568319000,88164000,11.32,2.026,8.84,0,0,NO,3.51,Earn,10.74,0.351,positive,0.108,positive,0.0782,positive,0.562,679394000,356587000,3.51,-0.222,negative,0.038,60,11.32,40.49,3.78,4.33,3.236,29.56,1.602,80.95,36.5,44.8,53.1,64612000
CASA,Casa Systems Inc,1333835,MANUFACTURING,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,December,2021/12/31,442637000,29135000,123.68,None,0.97,0,0,NO,0.038,Earn,4.707,0.008,positive,0.0335,positive,0.0175,positive,0.0405,401325000,187580000,0.038,-0.934,negative,-0.128,9.33,123.68,-,1.103,5.48,1.422,16.72,1.155,9.75,3.68,4.491,5.72,94178000
CCCS,CCC Intelligent Solutions Holdings Inc,1818201,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,2021/12/31,5773644000,175217000,None,None,3.071,0,0,NO,-0.458,LOSS,1.266,-0.362,negative,-0.189,negative,-0.0253,negative,-0.152,688288000,519858000,-0.458,0,0,0.131,13.2,-,40.32,8.39,3.038,9.24,-,None,13.46,8.58,10.33,10.78,613565000
CCMP,CMC Materials Inc,1102934,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,September,2021/12/31,5069095000,349704000,None,1.78,31.6,1.84,0.0102,YES,-2.512,LOSS,42.44,-0.0591,negative,0.176,positive,0.0595,positive,-0.0723,1229014000,497119000,-2.512,-0.112,negative,0.101,188.86,-,23.58,4.125,5.69,4.766,54.1,1.19,196.03,118.15,182.52,156.43,28577600
CCO,Clear Channel Outdoor Holdings Inc,1334978,TRADE & SERVICES,SERVICES-ADVERTISING,December,2021/12/31,1338625000,410261000,None,-17.22,-6.51,0,0,NO,-0.93,LOSS,4.784,-0.194,negative,0.0701,positive,0.0178,positive,0,2241118000,986955000,-0.93,-0.061,negative,0.372,4.61,-,-,0.597,-,3.671,32.27,2.322,4.1,2.07,3.474,3.031,471347000
CCRD,Intelligent Systems Corporation,320340,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,197979000,15454000,22.15,0,5.05,0,0,NO,1.03,Earn,5.5,0.187,positive,0.242,positive,0.127,positive,0.205,48248000,26238000,1.03,0.285,positive,0.356,55.5,22.15,-,4.103,4.497,3.539,11.05,0.899,49.14,22.27,29.54,36.22,8619000
CCRN,Cross Country Healthcare Inc,1141103,TRADE & SERVICES,SERVICES-HELP SUPPLY SERVICES,December,2021/12/31,758900000,154924000,5.29,0.524,8.04,0,0,NO,3.53,Earn,45.7,0.0787,positive,0.0865,positive,0.166,positive,0.584,1676652000,374999000,3.53,15.16,positive,1.972,36.83,5.29,5.24,0.453,2.62,0.581,6.5,1.064,30.4,13.3,21.03,21.71,38063100
CCSI,Consensus Cloud Solutions Inc.,1866633,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2022/3/31,1088382000,304973000,8.9,None,62.14,0,0,NO,6.11,Earn,35.18,0.174,positive,0.335,positive,0,0,0,700262000,524211000,6.11,-0.817,negative,0.04,75.4,8.9,10.01,1.554,0.881,5.16,8.01,None,69.31,34.81,57.35,58.78,19996000
CDAY,Ceridian HCM Holding Inc,1725057,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,8544598000,11100000,None,5.36,14.65,0,0,NO,-0.501,LOSS,6.81,-0.0736,negative,-0.0287,negative,-0.0027,negative,-0.0349,1024200000,436000000,-0.501,-0.056,negative,0.266,88.85,-,107.53,8.34,3.872,9.21,408.42,1.459,130.37,55.92,65.38,94.89,152066000
CDK,CDK Global Inc,1609702,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",June,2021/12/31,6351981000,567600000,6.34,2.2,3.428,0.6,0.011,YES,8.59,Earn,14.31,0.605,positive,0.264,positive,0.0989,positive,0,1729900000,798200000,8.59,-0.038,negative,0.075,61.25,6.34,17.09,3.672,15.76,4.657,15.35,1.2,54.7,38.41,48.72,44.49,116700000
CDLX,Cardlytics Inc,1666071,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",December,2021/12/31,1131008000,-27847000,None,None,20.6,0,0,NO,-3.992,LOSS,8.29,-0.481,negative,-0.36,negative,-0.0712,negative,-0.303,267116000,103440000,-3.992,0,0,0.342,74,-,-,4.234,1.895,4.765,-,2.307,142.36,32.97,52.77,74.94,33781600
CDNS,Cadence Design Systems Inc,813672,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2022/3/31,42581709000,920349000,61.36,2.719,9.9,0,0,NO,2.5,Earn,10.93,0.233,positive,0.26,positive,0.117,positive,0.266,2988244000,2681238000,2.5,0.033,positive,0.017,187.22,61.36,40.32,14.25,15.35,13.14,40.41,1.128,192.7,118.11,153.21,160.64,275759000
CDW,CDW Corporation,1402057,TRADE & SERVICES,RETAIL-CATALOG & MAIL-ORDER HOUSES,December,2021/12/31,22037279000,1664500000,23.09,1.53,5.24,1.7,0.0123,YES,7.04,Earn,150.33,0.0475,positive,0.0708,positive,0.0817,positive,0.987,20820799000,3568500000,7.04,-0.05,negative,0.117,221.69,23.09,18.21,1.058,32.45,1.44,18.29,1.11,208.09,160.96,174.34,186.53,135057000
CERT,Certara Inc,1827090,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,2998359000,70026000,None,None,6.53,0,0,NO,-0.09,LOSS,1.909,-0.0464,negative,0.0871,positive,0.0112,positive,-0.0142,286104000,174488000,-0.09,-0.095,negative,0.166,26.4,-,111.11,10.48,3.076,11.63,56.8,None,45.48,17.7,21.58,28.71,159657000
CETX,Cemtrex Inc,1435064,LIFE SCIENCES,"MEASURING & CONTROLLING DEVICES, NEC",September,2021/12/31,9871700,-9894810,None,0,0.908,0,0,NO,-0.528,LOSS,2.223,-0.236,negative,-0.239,negative,-0.129,negative,-0.0932,44967300,16968400,-0.528,0,0,0.208,2.75,-,-,0.22,0.551,0.209,2.475,2.247,2.559,0.39,0.622,0.971,24673200
CEVA,CEVA Inc,1173489,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,December,2021/12/31,814703000,11463000,2065.29,2.223,12.04,0,0,NO,0.017,Earn,5.38,0.0032,positive,0.0365,positive,0.0088,positive,0.0015,122706000,105879000,0.017,4.82,positive,0.21,58.17,2065.29,44.44,6.64,2.983,5.53,51.85,1.037,57.9,32.45,38.45,42.34,23204300
CFLT,Confluent Inc. Class A Common Stock,1699838,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,8899168000,None,None,None,3.128,0,0,NO,-1.817,LOSS,2.056,-0.884,negative,-0.876,negative,-0.148,negative,-0.613,387864000,251585000,-1.817,0,0,0.705,78.07,-,-,22.94,11.14,22.11,-,None,94.97,28.03,39.58,57.55,125614000
CGNT,Cognyte Software Ltd,1824814,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,January,2022/1/31,489345000,25236000,260,None,4.348,0,0,NO,0.028,Earn,7.14,0.004,positive,0.0121,positive,0.0042,positive,0.0236,473105000,312032000,0.028,-0.748,negative,0.048,15.6,260,9.29,1.034,1.709,0.947,15.1,None,28.55,7.01,10.03,18,67218000
